fact_code,line_code,smv,running_days,total_target,day_output,total_present,available_mins,output_mins,output_target,absent_rate,alter_rate,spot_rate,reject_rate,dow,date
1002,100246,,,,,,,,,,0.084507,,,6,16/2/2013
1002,100246,,,,,,,,,,0.0662651,,,0,17/2/2013
1002,100246,,,,,,,,,,0.0551181,,,1,18/2/2013
1002,100246,,,,,,,,,,0.047619,,,2,19/2/2013
1002,100246,,,,,,,,,,0.0338983,,,6,2/2/2013
1002,100246,,,,,,,,,,0.0434783,,,3,20/2/2013
1002,100246,,,,,,,,,,0.0407674,,,6,23/2/2013
1002,100246,,,,,,,,,,0.0455581,,,0,24/2/2013
1002,100246,,,,,,,,,,0.0374332,,,1,25/2/2013
1002,100246,,,,,,,,,,0.0374332,,,2,26/2/2013
1002,100246,,,,,,,,,,0.0374332,,,3,27/2/2013
1002,100246,,,,,,,,,,0.0374332,,,4,28/2/2013
1002,100246,,,,,,,,,,0.031746,,,0,3/2/2013
1002,100246,,,,,,,,,,,,,2,5/2/2013
1002,100246,,,,,,,,,,0.0357143,,,3,6/2/2013
1002,100246,,,,,,,,,,0.0333919,,,4,7/2/2013
1002,100246,,,,,,,,,,0.0344828,,,6,9/2/2013
1002,100246,,,,,,,,,,0.0322581,,,0,10/3/2013
1002,100246,,,,,,,,,,0.0357143,,,1,11/3/2013
1002,100246,,,,,,,,,,0.0352505,,,2,12/3/2013
1002,100246,,,,,,,,,,0.0322581,,,3,13/3/2013
1002,100246,,,,,,,,,,0.0357143,,,4,14/3/2013
1002,100246,,,,,,,,,,,,,6,16/3/2013
1002,100246,,,,,,,,,,0.1428571,,,0,17/3/2013
1002,100246,,,,,,,,,,0.0909091,,,1,18/3/2013
1002,100246,,,,,,,,,,0.0666667,,,2,19/3/2013
1002,100246,,,,,,,,,,0.0357143,,,6,2/3/2013
1002,100246,,,,,,,,,,0.0641711,,,3,20/3/2013
1002,100246,,,,,,,,,,0.0378007,,,4,21/3/2013
1002,100246,,,,,,,,,,0.0406977,,,6,23/3/2013
1002,100246,,,,,,,,,,0.0358744,,,0,24/3/2013
1002,100246,,,,,,,,,,0.0444444,,,1,25/3/2013
1002,100246,,,,,,,,,,0.0397351,,,3,27/3/2013
1002,100246,,,,,,,,,,0.0344828,,,4,28/3/2013
1002,100246,,,,,,,,,,0.0374332,,,0,3/3/2013
1002,100246,,,,,,,,,,0.0388548,,,6,30/3/2013
1002,100246,,,,,,,,,,0.0453461,,,0,31/3/2013
1002,100246,,,,,,,,,,0.0357143,,,1,4/3/2013
1002,100246,,,,,,,,,,0.0306122,,,2,5/3/2013
1002,100246,,,,,,,,,,0.0344828,,,3,6/3/2013
1002,100246,,,,,,,,,,0.0344828,,,4,7/3/2013
1002,100246,,,,,,,,,,0.0357143,,,6,9/3/2013
1002,100246,,,,,,,,,,0.0273038,,,1,1/4/2013
1002,100246,,,,,,,,,,0.0384615,,,3,10/4/2013
1002,100246,,,,,,,,,,0.0375587,,,4,11/4/2013
1002,100246,,,,,,,,,,0.0350877,,,6,13/4/2013
1002,100246,,,,,,,,,,0.0322581,,,1,15/4/2013
1002,100246,,,,,,,,,,0.0311419,,,2,16/4/2013
1002,100246,,,,,,,,,,0.0339893,,,3,17/4/2013
1002,100246,,,,,,,,,,0.0285714,,,4,18/4/2013
1002,100246,,,,,,,,,,0.0384615,,,2,2/4/2013
1002,100246,,,,,,,,,,0.0327381,,,6,20/4/2013
1002,100246,,,,,,,,,,0.0295359,,,0,21/4/2013
1002,100246,,,,,,,,,,0.0262172,,,1,22/4/2013
1002,100246,,,,,,,,,,0.0366089,,,3,3/4/2013
1002,100246,,,,,,,,,,0.0368852,,,4,4/4/2013
1002,100246,,,,,,,,,,0.047619,,,6,6/4/2013
1002,100246,,,,,,,,,,0.0894309,,,0,7/4/2013
1002,100246,,,,,,,,,,0.0610329,,,1,8/4/2013
1002,100246,,,,,,,,,,0.0449438,,,2,9/4/2013
1002,100246,,,,,,,,,,0.021978,,,6,11/5/2013
1002,100246,,,,,,,,,,0.0241228,,,0,12/5/2013
1002,100246,,,,,,,,,,0.021978,,,1,13/5/2013
1002,100246,,,,,,,,,,0.0273973,,,2,14/5/2013
1002,100246,,,,,,,,,,0.0332805,,,3,15/5/2013
1002,100246,,,,,,,,,,0.0329218,,,4,16/5/2013
1002,100246,,,,,,,,,,0.0250329,,,6,18/5/2013
1002,100246,,,,,,,,,,0.018595,,,0,19/5/2013
1002,100246,,,,,,,,,,0.0263158,,,4,2/5/2013
1002,100246,,,,,,,,,,,,,1,20/5/2013
1002,100246,,,,,,,,,,,,,2,21/5/2013
1002,100246,,,,,,,,,,0.0740741,,,3,22/5/2013
1002,100246,,,,,,,,,,0.0769231,,,4,23/5/2013
1002,100246,,,,,,,,,,0.0948276,,,6,25/5/2013
1002,100246,,,,,,,,,,0.0466102,,,0,26/5/2013
1002,100246,,,,,,,,,,0.0418006,,,1,27/5/2013
1002,100246,,,,,,,,,,0.0344828,,,2,28/5/2013
1002,100246,,,,,,,,,,0.0392157,,,3,29/5/2013
1002,100246,,,,,,,,,,0.0408163,,,4,30/5/2013
1002,100246,,,,,,,,,,0.0191781,,,6,4/5/2013
1002,100246,,,,,,,,,,0.0277778,,,0,5/5/2013
1002,100246,,,,,,,,,,0.0262172,,,1,6/5/2013
1002,100246,,,,,,,,,,0.0213723,,,2,7/5/2013
1002,100246,,,,,,,,,,0.0212766,,,3,8/5/2013
1002,100246,,,,,,,,,,0.022646,,,4,9/5/2013
1002,100246,,,,,,,,,,0.04,,,6,1/6/2013
1002,100246,,,,,,,,,,0.0371622,,,1,10/6/2013
1002,100246,,,,,,,,,,0.0350877,,,2,11/6/2013
1002,100246,,,,,,,,,,0.0306122,,,3,12/6/2013
1002,100246,,,,,,,,,,0.031339,,,4,13/6/2013
1002,100246,,,,,,,,,,0.0392157,,,0,2/6/2013
1002,100246,,,,,,,,,,0.0346535,,,1,3/6/2013
1002,100246,,,,,,,,,,0.0346535,,,2,4/6/2013
1002,100246,,,,,,,,,,0.0338164,,,3,5/6/2013
1002,100246,,,,,,,,,,0.031477,,,4,6/6/2013
1002,100246,,,,,,,,,,0.0314136,,,6,8/6/2013
1002,100246,,,,,,,,,,0.0348525,,,0,9/6/2013
1002,100246,,,,,,,,,,,,,1,1/7/2013
1002,100246,,,,,,,,,,0.0247253,,,3,10/7/2013
1002,100246,,,,,,,,,,0.028169,,,4,11/7/2013
1002,100246,,,,,,,,,,0.0289855,,,6,13/7/2013
1002,100246,,,,,,,,,,0.0310078,,,0,14/7/2013
1002,100246,,,,,,,,,,0.0292758,,,1,15/7/2013
1002,100246,,,,,,,,,,0.0266876,,,2,16/7/2013
1002,100246,,,,,,,,,,0.0243902,,,3,17/7/2013
1002,100246,,,,,,,,,,0.0250329,,,4,18/7/2013
1002,100246,,,,,,,,,,0.0325497,,,2,2/7/2013
1002,100246,,,,,,,,,,0.037037,,,6,20/7/2013
1002,100246,,,,,,,,,,0.0289855,,,0,21/7/2013
1002,100246,,,,,,,,,,0.0288316,,,1,22/7/2013
1002,100246,,,,,,,,,,0.0255786,,,2,23/7/2013
1002,100246,,,,,,,,,,0.0273973,,,3,24/7/2013
1002,100246,,,,,,,,,,0.0239521,,,4,25/7/2013
1002,100246,,,,,,,,,,0.025266,,,6,27/7/2013
1002,100246,,,,,,,,,,0.0284757,,,0,28/7/2013
1002,100246,,,,,,,,,,0.0377358,,,1,29/7/2013
1002,100246,,,,,,,,,,0.0273556,,,3,3/7/2013
1002,100246,,,,,,,,,,,,,2,30/7/2013
1002,100246,,,,,,,,,,,,,3,31/7/2013
1002,100246,,,,,,,,,,0.0317195,,,4,4/7/2013
1002,100246,,,,,,,,,,0.0280778,,,6,6/7/2013
1002,100246,,,,,,,,,,0.0298507,,,0,7/7/2013
1002,100246,,,,,,,,,,0.0275953,,,1,8/7/2013
1002,100246,,,,,,,,,,0.0240964,,,2,9/7/2013
1002,100246,,,,,,,,,,0.042,,,4,1/8/2013
1002,100246,,,,,,,,,,0.0551181,,,6,17/8/2013
1002,100246,,,,,,,,,,0.056,,,0,18/8/2013
1002,100246,,,,,,,,,,0.05,,,1,19/8/2013
1002,100246,,,,,,,,,,0.0583333,,,2,20/8/2013
1002,100246,,,,,,,,,,0.0293103,,,3,21/8/2013
1002,100246,,,,,,,,,,0.0190476,,,4,22/8/2013
1002,100246,,,,,,,,,,0.0132075,,,6,24/8/2013
1002,100246,,,,,,,,,,0.04,,,0,25/8/2013
1002,100246,,,,,,,,,,0.0384615,,,1,26/8/2013
1002,100246,,,,,,,,,,0.05,,,2,27/8/2013
1002,100246,,,,,,,,,,0.04,,,3,28/8/2013
1002,100246,,,,,,,,,,0.07,,,4,29/8/2013
1002,100246,,,,,,,,,,0.0625,,,6,3/8/2013
1002,100246,,,,,,,,,,0.05,,,6,31/8/2013
1002,100246,,,,,,,,,,0.0526316,,,0,4/8/2013
1002,100246,,,,,,,,,,0.0449275,,,1,5/8/2013
1002,100246,,,,,,,,,,0.0322034,,,2,6/8/2013
1002,100246,,,,,,,,,,0.0571429,,,3,7/8/2013
1002,100246,,,,,,,,,,0.0239411,,,0,1/9/2013
1002,100246,,,,,,,,,,0.028436,,,2,10/9/2013
1002,100246,,,,,,,,,,0.0204082,,,3,11/9/2013
1002,100246,,,,,,,,,,0.031339,,,4,12/9/2013
1002,100246,,,,,,,,,,0.0196078,,,6,14/9/2013
1002,100246,,,,,,,,,,,,,0,15/9/2013
1002,100246,,,,,,,,,,0.0416667,,,1,16/9/2013
1002,100246,,,,,,,,,,0.0326087,,,2,17/9/2013
1002,100246,,,,,,,,,,0.0460526,,,3,18/9/2013
1002,100246,,,,,,,,,,0.0432099,,,4,19/9/2013
1002,100246,,,,,,,,,,0.0213523,,,1,2/9/2013
1002,100246,,,,,,,,,,0.0208333,,,6,21/9/2013
1002,100246,,,,,,,,,,0.0354331,,,0,22/9/2013
1002,100246,,,,,,,,,,0.0291262,,,1,23/9/2013
1002,100246,,,,,,,,,,0.0308989,,,2,24/9/2013
1002,100246,,,,,,,,,,0.0205011,,,3,25/9/2013
1002,100246,,,,,,,,,,0.0192308,,,4,26/9/2013
1002,100246,,,,,,,,,,0.0308989,,,6,28/9/2013
1002,100246,,,,,,,,,,0.0254237,,,0,29/9/2013
1002,100246,,,,,,,,,,0.0221402,,,2,3/9/2013
1002,100246,,,,,,,,,,0.03,,,1,30/9/2013
1002,100246,,,,,,,,,,0.0322581,,,3,4/9/2013
1002,100246,,,,,,,,,,,,,4,5/9/2013
1002,100246,,,,,,,,,,0.0416667,,,6,7/9/2013
1002,100246,,,,,,,,,,0.0336134,,,0,8/9/2013
1002,100246,,,,,,,,,,0.0410959,,,1,9/9/2013
1002,100246,,,,,,,,,,,,,3,1/1/2014
1002,100246,,,,,,,,,,,,,6,11/1/2014
1002,100246,,,,,,,,,,,,,0,12/1/2014
1002,100246,,,,,,,,,,,,,1,13/1/2014
1002,100246,,,,,,,,,,,,,2,14/1/2014
1002,100246,,,,,,,,,,,,,3,15/1/2014
1002,100246,,,,,,,,,,,,,4,16/1/2014
1002,100246,,,,,,,,,,0.0317073,,,6,18/1/2014
1002,100246,,,,,,,,,,,,,0,19/1/2014
1002,100246,,,,,,,,,,,,,4,2/1/2014
1002,100246,,,,,,,,,,,,,1,20/1/2014
1002,100246,,,,,,,,,,,,,2,21/1/2014
1002,100246,,,,,,,,,,,,,3,22/1/2014
1002,100246,,,,,,,,,,,,,4,23/1/2014
1002,100246,,,,,,,,,,,,,6,25/1/2014
1002,100246,,,,,,,,,,,,,0,26/1/2014
1002,100246,,,,,,,,,,,,,1,27/1/2014
1002,100246,,,,,,,,,,,,,2,28/1/2014
1002,100246,,,,,,,,,,,,,3,29/1/2014
1002,100246,,,,,,,,,,,,,4,30/1/2014
1002,100246,,,,,,,,,,,,,6,4/1/2014
1002,100246,,,,,,,,,,,,,1,6/1/2014
1002,100246,,,,,,,,,,,,,2,7/1/2014
1002,100246,,,,,,,,,,,,,3,8/1/2014
1002,100246,,,,,,,,,,,,,4,9/1/2014
1002,100246,,,,,,,,,,,,,6,1/2/2014
1002,100246,,,,,,,,,,,,,1,10/2/2014
1002,100246,,,,,,,,,,,,,2,11/2/2014
1002,100246,,,,,,,,,,,,,3,12/2/2014
1002,100246,,,,,,,,,,,,,4,13/2/2014
1002,100246,,,,,,,,,,,,,6,15/2/2014
1002,100246,,,,,,,,,,,,,0,16/2/2014
1002,100246,,,,,,,,,,,,,1,17/2/2014
1002,100246,,,,,,,,,,,,,2,18/2/2014
1002,100246,,,,,,,,,,,,,3,19/2/2014
1002,100246,,,,,,,,,,,,,0,2/2/2014
1002,100246,,,,,,,,,,,,,4,20/2/2014
1002,100246,,,,,,,,,,,,,6,22/2/2014
1002,100246,,,,,,,,,,,,,0,23/2/2014
1002,100246,,,,,,,,,,,,,1,24/2/2014
1002,100246,,,,,,,,,,,,,2,25/2/2014
1002,100246,,,,,,,,,,,,,3,26/2/2014
1002,100246,,,,,,,,,,,,,1,3/2/2014
1002,100246,,,,,,,,,,,,,2,4/2/2014
1002,100246,,,,,,,,,,,,,3,5/2/2014
1002,100246,,,,,,,,,,,,,4,6/2/2014
1002,100246,,,,,,,,,,,,,6,8/2/2014
1002,100246,,,,,,,,,,,,,0,9/2/2014
1002,100246,,,,,,,,,,,,,6,1/3/2014
1002,100246,,,,,,,,,,,,,1,10/3/2014
1002,100246,,,,,,,,,,,,,2,11/3/2014
1002,100246,,,,,,,,,,,,,3,12/3/2014
1002,100246,,,,,,,,,,,,,4,13/3/2014
1002,100246,,,,,,,,,,,,,6,15/3/2014
1002,100246,,,,,,,,,,,,,0,16/3/2014
1002,100246,,,,,,,,,,,,,1,17/3/2014
1002,100246,,,,,,,,,,,,,2,18/3/2014
1002,100246,,,,,,,,,,,,,3,19/3/2014
1002,100246,,,,,,,,,,,,,0,2/3/2014
1002,100246,,,,,,,,,,,,,4,20/3/2014
1002,100246,,,,,,,,,,,,,6,22/3/2014
1002,100246,,,,,,,,,,,,,0,23/3/2014
1002,100246,,,,,,,,,,,,,1,24/3/2014
1002,100246,,,,,,,,,,,,,2,25/3/2014
1002,100246,,,,,,,,,,,,,4,27/3/2014
1002,100246,,,,,,,,,,,,,6,29/3/2014
1002,100246,,,,,,,,,,,,,1,3/3/2014
1002,100246,,,,,,,,,,,,,0,30/3/2014
1002,100246,,,,,,,,,,,,,1,31/3/2014
1002,100246,,,,,,,,,,,,,2,4/3/2014
1002,100246,,,,,,,,,,,,,3,5/3/2014
1002,100246,,,,,,,,,,,,,4,6/3/2014
1002,100246,,,,,,,,,,,,,6,8/3/2014
1002,100246,,,,,,,,,,,,,0,9/3/2014
1002,100247,,,,,,,,,,0.0426229,,,2,1/1/2013
1002,100247,,,,,,,,,,0.0402778,,,4,10/1/2013
1002,100247,,,,,,,,,,0.0376623,,,6,12/1/2013
1002,100247,,,,,,,,,,0.0394737,,,0,13/1/2013
1002,100247,,,,,,,,,,0.0361446,,,2,15/1/2013
1002,100247,,,,,,,,,,0.0439024,,,3,16/1/2013
1002,100247,,,,,,,,,,0.0405063,,,4,17/1/2013
1002,100247,,,,,,,,,,0.0365079,,,6,19/1/2013
1002,100247,,,,,,,,,,0.0364865,,,3,2/1/2013
1002,100247,,,,,,,,,,0.0368421,,,0,20/1/2013
1002,100247,,,,,,,,,,0.040625,,,1,21/1/2013
1002,100247,,,,,,,,,,0.0380952,,,2,22/1/2013
1002,100247,,,,,,,,,,0.0375,,,3,23/1/2013
1002,100247,,,,,,,,,,0.0354839,,,4,24/1/2013
1002,100247,,,,,,,,,,0.0344262,,,6,26/1/2013
1002,100247,,,,,,,,,,0.0383333,,,0,27/1/2013
1002,100247,,,,,,,,,,0.0423077,,,1,28/1/2013
1002,100247,,,,,,,,,,0.0442308,,,2,29/1/2013
1002,100247,,,,,,,,,,0.0333333,,,4,3/1/2013
1002,100247,,,,,,,,,,0.0366667,,,3,30/1/2013
1002,100247,,,,,,,,,,0.04,,,4,31/1/2013
1002,100247,,,,,,,,,,0.035,,,6,5/1/2013
1002,100247,,,,,,,,,,0.0490566,,,0,6/1/2013
1002,100247,,,,,,,,,,0.0391304,,,1,7/1/2013
1002,100247,,,,,,,,,,0.0382353,,,2,8/1/2013
1002,100247,,,,,,,,,,0.0375,,,3,9/1/2013
1002,100247,,,,,,,,,,,,,2,1/10/2013
1002,100247,,,,,,,,,,,,,4,10/10/2013
1002,100247,,,,,,,,,,,,,6,12/10/2013
1002,100247,,,,,,,,,,,,,0,13/10/2013
1002,100247,,,,,,,,,,,,,3,2/10/2013
1002,100247,,,,,,,,,,,,,2,22/10/2013
1002,100247,,,,,,,,,,,,,3,23/10/2013
1002,100247,,,,,,,,,,,,,4,24/10/2013
1002,100247,,,,,,,,,,,,,6,26/10/2013
1002,100247,,,,,,,,,,,,,0,27/10/2013
1002,100247,,,,,,,,,,,,,1,28/10/2013
1002,100247,,,,,,,,,,,,,2,29/10/2013
1002,100247,,,,,,,,,,,,,4,3/10/2013
1002,100247,,,,,,,,,,,,,3,30/10/2013
1002,100247,,,,,,,,,,,,,4,31/10/2013
1002,100247,,,,,,,,,,,,,6,5/10/2013
1002,100247,,,,,,,,,,,,,0,6/10/2013
1002,100247,,,,,,,,,,,,,1,7/10/2013
1002,100247,,,,,,,,,,,,,2,8/10/2013
1002,100247,,,,,,,,,,,,,3,9/10/2013
1002,100247,,,,,,,,,,,,,0,10/11/2013
1002,100247,,,,,,,,,,,,,1,11/11/2013
1002,100247,,,,,,,,,,,,,2,12/11/2013
1002,100247,,,,,,,,,,,,,3,13/11/2013
1002,100247,,,,,,,,,,,,,4,14/11/2013
1002,100247,,,,,,,,,,,,,6,16/11/2013
1002,100247,,,,,,,,,,,,,0,17/11/2013
1002,100247,,,,,,,,,,,,,1,18/11/2013
1002,100247,,,,,,,,,,,,,2,19/11/2013
1002,100247,,,,,,,,,,,,,6,2/11/2013
1002,100247,,,,,,,,,,,,,3,20/11/2013
1002,100247,,,,,,,,,,,,,4,21/11/2013
1002,100247,,,,,,,,,,,,,6,23/11/2013
1002,100247,,,,,,,,,,,,,1,25/11/2013
1002,100247,,,,,,,,,,,,,2,26/11/2013
1002,100247,,,,,,,,,,,,,3,27/11/2013
1002,100247,,,,,,,,,,,,,4,28/11/2013
1002,100247,,,,,,,,,,,,,0,3/11/2013
1002,100247,,,,,,,,,,,,,6,30/11/2013
1002,100247,,,,,,,,,,,,,1,4/11/2013
1002,100247,,,,,,,,,,,,,2,5/11/2013
1002,100247,,,,,,,,,,,,,3,6/11/2013
1002,100247,,,,,,,,,,,,,4,7/11/2013
1002,100247,,,,,,,,,,,,,6,9/11/2013
1002,100247,,,,,,,,,,,,,0,1/12/2013
1002,100247,,,,,,,,,,,,,2,10/12/2013
1002,100247,,,,,,,,,,,,,3,11/12/2013
1002,100247,,,,,,,,,,,,,4,12/12/2013
1002,100247,,,,,,,,,,,,,6,14/12/2013
1002,100247,,,,,,,,,,,,,0,15/12/2013
1002,100247,,,,,,,,,,,,,2,17/12/2013
1002,100247,,,,,,,,,,,,,3,18/12/2013
1002,100247,,,,,,,,,,,,,4,19/12/2013
1002,100247,,,,,,,,,,,,,1,2/12/2013
1002,100247,,,,,,,,,,,,,6,21/12/2013
1002,100247,,,,,,,,,,,,,0,22/12/2013
1002,100247,,,,,,,,,,,,,1,23/12/2013
1002,100247,,,,,,,,,,,,,2,24/12/2013
1002,100247,,,,,,,,,,,,,3,25/12/2013
1002,100247,,,,,,,,,,,,,4,26/12/2013
1002,100247,,,,,,,,,,,,,6,28/12/2013
1002,100247,,,,,,,,,,,,,0,29/12/2013
1002,100247,,,,,,,,,,,,,2,3/12/2013
1002,100247,,,,,,,,,,,,,1,30/12/2013
1002,100247,,,,,,,,,,,,,2,31/12/2013
1002,100247,,,,,,,,,,,,,3,4/12/2013
1002,100247,,,,,,,,,,,,,4,5/12/2013
1002,100247,,,,,,,,,,,,,6,7/12/2013
1002,100247,,,,,,,,,,,,,0,8/12/2013
1002,100247,,,,,,,,,,,,,1,9/12/2013
1002,100247,,,,,,,,,,0.0373494,,,0,10/2/2013
1002,100247,,,,,,,,,,0.0349398,,,1,11/2/2013
1002,100247,,,,,,,,,,0.0361446,,,2,12/2/2013
1002,100247,,,,,,,,,,0.0357143,,,3,13/2/2013
1002,100247,,,,,,,,,,0.0333333,,,4,14/2/2013
1002,100247,,,,,,,,,,0.0521739,,,6,16/2/2013
1002,100247,,,,,,,,,,0.0568182,,,0,17/2/2013
1002,100247,,,,,,,,,,0.0565217,,,1,18/2/2013
1002,100247,,,,,,,,,,0.0448276,,,2,19/2/2013
1002,100247,,,,,,,,,,0.0372881,,,6,2/2/2013
1002,100247,,,,,,,,,,0.0342857,,,3,20/2/2013
1002,100247,,,,,,,,,,0.0411765,,,6,23/2/2013
1002,100247,,,,,,,,,,0.0409091,,,0,24/2/2013
1002,100247,,,,,,,,,,0.041791,,,1,25/2/2013
1002,100247,,,,,,,,,,0.0460317,,,2,26/2/2013
1002,100247,,,,,,,,,,0.04375,,,3,27/2/2013
1002,100247,,,,,,,,,,0.040625,,,4,28/2/2013
1002,100247,,,,,,,,,,0.0393443,,,0,3/2/2013
1002,100247,,,,,,,,,,0.0412698,,,2,5/2/2013
1002,100247,,,,,,,,,,0.0354839,,,3,6/2/2013
1002,100247,,,,,,,,,,0.0363636,,,4,7/2/2013
1002,100247,,,,,,,,,,0.0365079,,,6,9/2/2013
1002,100247,,,,,,,,,,0.0339623,,,0,10/3/2013
1002,100247,,,,,,,,,,0.0428571,,,1,11/3/2013
1002,100247,,,,,,,,,,0.0378788,,,2,12/3/2013
1002,100247,,,,,,,,,,0.0555556,,,3,13/3/2013
1002,100247,,,,,,,,,,,,,4,14/3/2013
1002,100247,,,,,,,,,,0.08,,,6,16/3/2013
1002,100247,,,,,,,,,,0.0666667,,,0,17/3/2013
1002,100247,,,,,,,,,,0.0566667,,,1,18/3/2013
1002,100247,,,,,,,,,,0.0625,,,2,19/3/2013
1002,100247,,,,,,,,,,0.044898,,,6,2/3/2013
1002,100247,,,,,,,,,,0.06,,,3,20/3/2013
1002,100247,,,,,,,,,,0.0560976,,,4,21/3/2013
1002,100247,,,,,,,,,,0.05,,,6,23/3/2013
1002,100247,,,,,,,,,,0.056,,,0,24/3/2013
1002,100247,,,,,,,,,,0.0481481,,,1,25/3/2013
1002,100247,,,,,,,,,,0.0509804,,,3,27/3/2013
1002,100247,,,,,,,,,,0.0471698,,,4,28/3/2013
1002,100247,,,,,,,,,,0.0376812,,,0,3/3/2013
1002,100247,,,,,,,,,,0.0473684,,,6,30/3/2013
1002,100247,,,,,,,,,,0.05,,,0,31/3/2013
1002,100247,,,,,,,,,,0.0393939,,,1,4/3/2013
1002,100247,,,,,,,,,,0.0424242,,,2,5/3/2013
1002,100247,,,,,,,,,,0.0382353,,,3,6/3/2013
1002,100247,,,,,,,,,,0.0376812,,,4,7/3/2013
1002,100247,,,,,,,,,,0.04,,,6,9/3/2013
1002,100247,,,,,,,,,,0.0473684,,,1,1/4/2013
1002,100247,,,,,,,,,,0.0611111,,,3,10/4/2013
1002,100247,,,,,,,,,,0.0540984,,,4,11/4/2013
1002,100247,,,,,,,,,,0.04,,,6,13/4/2013
1002,100247,,,,,,,,,,0.0481481,,,1,15/4/2013
1002,100247,,,,,,,,,,0.0448276,,,2,16/4/2013
1002,100247,,,,,,,,,,0.0416667,,,3,17/4/2013
1002,100247,,,,,,,,,,0.05,,,4,18/4/2013
1002,100247,,,,,,,,,,0.0448276,,,2,2/4/2013
1002,100247,,,,,,,,,,0.0714286,,,6,20/4/2013
1002,100247,,,,,,,,,,0.0588235,,,0,21/4/2013
1002,100247,,,,,,,,,,0.0568182,,,1,22/4/2013
1002,100247,,,,,,,,,,0.0474576,,,3,3/4/2013
1002,100247,,,,,,,,,,0.0461538,,,4,4/4/2013
1002,100247,,,,,,,,,,0.0448276,,,6,6/4/2013
1002,100247,,,,,,,,,,,,,0,7/4/2013
1002,100247,,,,,,,,,,,,,1,8/4/2013
1002,100247,,,,,,,,,,0.0947368,,,2,9/4/2013
1002,100247,,,,,,,,,,0.0482759,,,6,11/5/2013
1002,100247,,,,,,,,,,0.05,,,0,12/5/2013
1002,100247,,,,,,,,,,0.05,,,1,13/5/2013
1002,100247,,,,,,,,,,0.0474576,,,2,14/5/2013
1002,100247,,,,,,,,,,0.05,,,3,15/5/2013
1002,100247,,,,,,,,,,0.0431034,,,4,16/5/2013
1002,100247,,,,,,,,,,0.0491803,,,6,18/5/2013
1002,100247,,,,,,,,,,0.047541,,,0,19/5/2013
1002,100247,,,,,,,,,,0.0530612,,,4,2/5/2013
1002,100247,,,,,,,,,,0.0428571,,,1,20/5/2013
1002,100247,,,,,,,,,,0.0412698,,,2,21/5/2013
1002,100247,,,,,,,,,,0.0428571,,,3,22/5/2013
1002,100247,,,,,,,,,,0.0337349,,,4,23/5/2013
1002,100247,,,,,,,,,,,,,6,25/5/2013
1002,100247,,,,,,,,,,0.0466667,,,0,26/5/2013
1002,100247,,,,,,,,,,0.048,,,1,27/5/2013
1002,100247,,,,,,,,,,0.0473684,,,2,28/5/2013
1002,100247,,,,,,,,,,0.0439024,,,3,29/5/2013
1002,100247,,,,,,,,,,0.05,,,4,30/5/2013
1002,100247,,,,,,,,,,0.0533333,,,6,4/5/2013
1002,100247,,,,,,,,,,0.0577778,,,0,5/5/2013
1002,100247,,,,,,,,,,0.0490196,,,1,6/5/2013
1002,100247,,,,,,,,,,0.0518519,,,2,7/5/2013
1002,100247,,,,,,,,,,0.0517857,,,3,8/5/2013
1002,100247,,,,,,,,,,0.0482143,,,4,9/5/2013
1002,100247,,,,,,,,,,0.0454545,,,6,1/6/2013
1002,100247,,,,,,,,,,0.0508197,,,1,10/6/2013
1002,100247,,,,,,,,,,0.0666667,,,2,11/6/2013
1002,100247,,,,,,,,,,0.0454545,,,3,12/6/2013
1002,100247,,,,,,,,,,0.05,,,4,13/6/2013
1002,100247,,,,,,,,,,0.0422222,,,0,2/6/2013
1002,100247,,,,,,,,,,0.0444444,,,1,3/6/2013
1002,100247,,,,,,,,,,0.05,,,2,4/6/2013
1002,100247,,,,,,,,,,0.0517857,,,3,5/6/2013
1002,100247,,,,,,,,,,0.0586957,,,4,6/6/2013
1002,100247,,,,,,,,,,0.05,,,6,8/6/2013
1002,100247,,,,,,,,,,0.0526316,,,0,9/6/2013
1002,100247,,,,,,,,,,0.0322222,,,1,1/7/2013
1002,100247,,,,,,,,,,0.0380282,,,3,10/7/2013
1002,100247,,,,,,,,,,0.0407895,,,4,11/7/2013
1002,100247,,,,,,,,,,0.039726,,,6,13/7/2013
1002,100247,,,,,,,,,,0.0407895,,,0,14/7/2013
1002,100247,,,,,,,,,,0.0364706,,,1,15/7/2013
1002,100247,,,,,,,,,,0.03375,,,2,16/7/2013
1002,100247,,,,,,,,,,0.0353659,,,3,17/7/2013
1002,100247,,,,,,,,,,,,,4,18/7/2013
1002,100247,,,,,,,,,,0.0435484,,,2,2/7/2013
1002,100247,,,,,,,,,,0.0326923,,,6,20/7/2013
1002,100247,,,,,,,,,,0.0575,,,0,21/7/2013
1002,100247,,,,,,,,,,0.0466667,,,1,22/7/2013
1002,100247,,,,,,,,,,0.0575,,,2,23/7/2013
1002,100247,,,,,,,,,,0.05,,,3,24/7/2013
1002,100247,,,,,,,,,,0.0464286,,,4,25/7/2013
1002,100247,,,,,,,,,,0.0428571,,,6,27/7/2013
1002,100247,,,,,,,,,,0.0411765,,,0,28/7/2013
1002,100247,,,,,,,,,,0.0465517,,,1,29/7/2013
1002,100247,,,,,,,,,,0.0352273,,,3,3/7/2013
1002,100247,,,,,,,,,,0.0323077,,,2,30/7/2013
